name,listeners,playcount,url,tags
Pharrell Williams,2774221,43617649,https://www.last.fm/music/Pharrell+Williams,"['Hip-Hop', 'rnb', 'rap', 'hip hop', 'seen live']"
Katy Perry,6175068,333711598,https://www.last.fm/music/Katy+Perry,"['pop', 'female vocalists', 'pop rock', 'indie', 'rock']"
John Legend,2836133,46455264,https://www.last.fm/music/John+Legend,"['soul', 'rnb', 'Neo-Soul', 'singer-songwriter', 'Hip-Hop']"
Iggy Azalea,1655464,51492373,https://www.last.fm/music/Iggy+Azalea,"['Hip-Hop', 'rap', 'pop', 'hip hop', 'australia']"
OneRepublic,3917066,115826285,https://www.last.fm/music/OneRepublic,"['rock', 'pop rock', 'alternative', 'alternative rock', 'indie']"
Jason Derulo,1479374,22955398,https://www.last.fm/music/+noredirect/Jason+Derulo,"['rnb', 'pop', 'male vocalists', 'Jason Derulo', 'urban']"
Magic!,1238450,10869003,https://www.last.fm/music/Magic%21,"['reggae', 'pop', 'Canadian', 'soul', 'rock']"
Meghan Trainor,1800640,37146157,https://www.last.fm/music/Meghan+Trainor,"['pop', 'female vocalists', 'soul', 'american', 'jazz']"
Ariana Grande,3777425,832954454,https://www.last.fm/music/Ariana+Grande,"['pop', 'rnb', 'female vocalists', 'Ariana Grande', 'american']"
Sam Smith,2691330,97322145,https://www.last.fm/music/Sam+Smith,"['soul', 'pop', 'british', 'electronic', 'seen live']"
Pitbull,3780003,80104907,https://www.last.fm/music/Pitbull,"['Hip-Hop', 'rap', 'Reggaeton', 'hip hop', 'Crunk']"
Bastille,2116426,79510243,https://www.last.fm/music/Bastille,"['indie', 'electronic', 'alternative', 'seen live', 'british']"
Taylor Swift,5076697,2906654375,https://www.last.fm/music/Taylor+Swift,"['country', 'pop', 'female vocalists', 'singer-songwriter', 'acoustic']"
Nico,1034259,16225200,https://www.last.fm/music/Nico,"['folk', 'female vocalists', 'experimental', 'singer-songwriter', 'alternative']"
DJ Snake,2067522,37356460,https://www.last.fm/music/DJ+Snake,"['electronic', 'trap', 'dance', 'EDM', 'seen live']"
Eminem,6960855,460294059,https://www.last.fm/music/Eminem,"['rap', 'Hip-Hop', 'Eminem', 'hip hop', 'pop']"
A Great Big World,780391,7873168,https://www.last.fm/music/A+Great+Big+World,"['indie', 'indie pop', 'pop', 'piano', 'american']"
Lorde,3134988,304294193,https://www.last.fm/music/Lorde,"['pop', 'indie pop', 'electronic', 'indie', 'New Zealand']"
Passenger,1636116,32806699,https://www.last.fm/music/Passenger,"['folk', 'Melodic Death Metal', 'alternative metal', 'Nu Metal', 'metal']"
Idina Menzel,1170226,13820008,https://www.last.fm/music/Idina+Menzel,"['Broadway', 'female vocalists', 'musicals', 'Wicked', 'Rent']"
Avicii,2927487,94288014,https://www.last.fm/music/Avicii,"['House', 'electronic', 'dance', 'Progressive House', 'electro house']"
Imagine Dragons,3564658,211532622,https://www.last.fm/music/Imagine+Dragons,"['indie', 'indie rock', 'alternative', 'rock', 'indie pop']"
One Direction,2770992,244388057,https://www.last.fm/music/One+Direction,"['pop', 'british', 'one direction', 'boyband', 'X factor']"
Sia,3830183,140457773,https://www.last.fm/music/Sia,"['female vocalists', 'chillout', 'indie', 'trip-hop', 'downtempo']"
Jessie J,2659132,48426771,https://www.last.fm/music/Jessie+J,"['pop', 'british', 'female vocalists', 'rnb', 'singer-songwriter']"
Disclosure,2095872,64169438,https://www.last.fm/music/Disclosure,"['electronic', 'seen live', 'UK Garage', 'future garage', 'House']"
Maroon 5,5710318,215076459,https://www.last.fm/music/Maroon+5,"['rock', 'pop', 'pop rock', 'alternative', 'alternative rock']"
Chris Brown,4165348,113712769,https://www.last.fm/music/Chris+Brown,"['rnb', 'Hip-Hop', 'Chris Brown', 'rap', 'hip hop']"
American Authors,1053713,11591194,https://www.last.fm/music/American+Authors,"['indie', 'indie rock', 'rock', 'american', 'Pop-Rock']"
Tove Lo,2061820,104491527,https://www.last.fm/music/Tove+Lo,"['pop', 'swedish', 'electronic', 'female vocalists', 'indie']"
Calvin Harris,4324610,165715148,https://www.last.fm/music/Calvin+Harris,"['electronic', 'dance', 'electro', 'Disco', 'seen live']"
Charli,1444,8725,https://www.last.fm/music/Charli,['pop']
Beyonce,18960,391510,https://www.last.fm/music/+noredirect/Beyonce,"['rnb', 'pop', 'beyonce', 'female vocalists', 'american']"
Nicki Minaj,4200503,252904856,https://www.last.fm/music/Nicki+Minaj,"['Hip-Hop', 'rap', 'rnb', 'pop', 'hip hop']"
Enrique Iglesias,2340806,42529324,https://www.last.fm/music/Enrique+Iglesias,"['pop', 'latin', 'spanish', 'dance', 'latin pop']"
Ellie Goulding,3374591,126406061,https://www.last.fm/music/Ellie+Goulding,"['female vocalists', 'electronic', 'british', 'indie', 'indie pop']"
Clean Bandit,2101652,41875760,https://www.last.fm/music/Clean+Bandit,"['electronic', 'indie', 'experimental', 'seen live', 'british']"
Jeremih,1869921,24159406,https://www.last.fm/music/Jeremih,"['rnb', 'Hip-Hop', 'soul', 'chicago', 'r&b']"
Kid Ink,786360,10570228,https://www.last.fm/music/Kid+Ink,"['Hip-Hop', 'rap', 'west coast', 'hipster rap', 'hip hop']"
Miley Cyrus,4196780,238281354,https://www.last.fm/music/Miley+Cyrus,"['pop', 'female vocalists', 'Disney', 'dance', 'better than selena gomez']"
Justin Timberlake,4652482,125386034,https://www.last.fm/music/Justin+Timberlake,"['pop', 'rnb', 'dance', 'male vocalists', 'Hip-Hop']"
Paramore,4662111,415452996,https://www.last.fm/music/Paramore,"['rock', 'pop punk', 'alternative', 'female vocalists', 'emo']"
Aloe Blacc,1121172,12854627,https://www.last.fm/music/Aloe+Blacc,"['soul', 'Hip-Hop', 'Neo-Soul', 'Stones throw', 'seen live']"
Florida Georgia Line,544907,11820811,https://www.last.fm/music/Florida+Georgia+Line,"['country', 'country rock', 'male vocalists', 'Southern Rock', 'Donald Trump']"
MKTO,989357,10049270,https://www.last.fm/music/MKTO,"['pop', 'alternative', 'indie', 'indie pop', 'alternative rock']"
Coldplay,7951574,615377190,https://www.last.fm/music/Coldplay,"['rock', 'alternative', 'britpop', 'alternative rock', 'indie']"
Ed Sheeran,3626566,210052106,https://www.last.fm/music/Ed+Sheeran,"['acoustic', 'british', 'singer-songwriter', 'easy-listening', 'pop']"
Trey Songz,2009405,26045882,https://www.last.fm/music/Trey+Songz,"['rnb', 'soul', 'male vocalists', 'urban', 'trey songz']"
Bobby Shmurda,552020,5819444,https://www.last.fm/music/Bobby+Shmurda,"['Hip-Hop', 'rap', 'hip hop', 'new york', 'american']"
Drake,5979259,853187016,https://www.last.fm/music/Drake,"['Hip-Hop', 'rap', 'rnb', 'hip hop', 'Canadian']"
YG,1060919,18921456,https://www.last.fm/music/YG,"['Hip-Hop', 'rap', 'west coast', 'russian rap', 'russian']"
Echosmith,932082,10414581,https://www.last.fm/music/Echosmith,"['indie', 'indie pop', 'pop', 'alternative', 'american']"
Jason Aldean,969745,17624144,https://www.last.fm/music/Jason+Aldean,"['country', 'modern country', 'Jason Aldean', 'male vocalists', 'male country']"
Luke Bryan,997419,20471786,https://www.last.fm/music/Luke+Bryan,"['country', 'new country', 'modern country', 'male vocalists', 'country rock']"
Tinashe,1310639,70117600,https://www.last.fm/music/Tinashe,"['rnb', 'pop', 'soul', 'Hip-Hop', 'british']"
Brantley Gilbert,282761,4063913,https://www.last.fm/music/Brantley+Gilbert,"['country', 'male vocalists', 'country rock', 'Real Country', 'seen live']"
Becky G,1192356,20641432,https://www.last.fm/music/Becky+G,"['pop', 'rap', 'female vocalists', 'Hip-Hop', 'latin']"
Rixton,657254,5336036,https://www.last.fm/music/Rixton,"['pop', 'british', 'pop rock', 'rock', 'r&b']"
Martin Garrix,1803448,42256467,https://www.last.fm/music/Martin+Garrix,"['House', 'electronic', 'dance', 'seen live', 'electropop']"
Rich Gang,434116,4583500,https://www.last.fm/music/Rich+Gang,"['Hip-Hop', 'rap', 'Dirty South', 'trap', 'Young Thug']"
Kenny Chesney,1087356,18027898,https://www.last.fm/music/Kenny+Chesney,"['country', 'Kenny Chesney', 'modern country', 'rock', 'pop']"
Sara Bareilles,1932948,38099268,https://www.last.fm/music/Sara+Bareilles,"['female vocalists', 'pop', 'singer-songwriter', 'piano', 'acoustic']"
The Neighbourhood,3263577,288579331,https://www.last.fm/music/The+Neighbourhood,"['indie', 'indie rock', 'indie pop', 'rock', 'seen live']"
Sam Hunt,445858,8762043,https://www.last.fm/music/Sam+Hunt,"['country', 'pop', 'not country', 'farting', 'rnb']"
Michael Jackson,5781288,253055086,https://www.last.fm/music/Michael+Jackson,"['pop', '80s', 'dance', 'soul', 'funk']"
Dierks Bentley,833779,10867909,https://www.last.fm/music/Dierks+Bentley,"['country', 'modern country', 'dierks bentley', 'male vocalists', 'seen live']"
Lady Antebellum,1051980,16310654,https://www.last.fm/music/Lady+Antebellum,"['country', 'modern country', 'country pop', 'lady antebellum', 'rock']"
Naughty Boy,1042053,10507017,https://www.last.fm/music/Naughty+Boy,"['rnb', 'electronic', 'House', 'dance', 'electronica']"
Robin Thicke,1619531,17822773,https://www.last.fm/music/Robin+Thicke,"['soul', 'rnb', 'pop', 'singer-songwriter', 'Blue-Eyed Soul']"
Lady Gaga,6638367,704334837,https://www.last.fm/music/Lady+Gaga,"['pop', 'dance', 'electronic', 'female vocalists', 'female vocalist']"
Shakira,4187118,138642769,https://www.last.fm/music/Shakira,"['pop', 'latin', 'female vocalists', 'spanish', 'rock']"
5 Seconds of Summer,1868150,156841944,https://www.last.fm/music/5+Seconds+of+Summer,"['pop rock', 'pop punk', 'rock', 'pop', 'australian']"
T.I.,3092332,42202322,https://www.last.fm/music/T.I.,"['Hip-Hop', 'rap', 'Dirty South', 'hip hop', 'southern rap']"
Kongos,411513,5644324,https://www.last.fm/music/Kongos,"['rock', 'alternative rock', 'folk', 'seen live', 'south african']"
Lil Wayne,1776620,66934721,https://www.last.fm/music/+noredirect/Lil+Wayne,"['rap', 'Hip-Hop', 'hip hop', 'Gangsta Rap', 'Dirty South']"
Mike Will Made-It,803800,8945774,https://www.last.fm/music/Mike+Will+Made-It,"['Hip-Hop', 'rap', 'trap', 'hip hop', 'Dirty South']"
Jake Owen,609273,6681989,https://www.last.fm/music/Jake+Owen,"['country', 'modern country', 'male vocalists', 'Jake Owens', 'good music']"
Macklemore,1171825,15860593,https://www.last.fm/music/Macklemore,"['Hip-Hop', 'rap', 'underground rap', 'seattle', 'hip hop']"
Zedd,2182141,49273668,https://www.last.fm/music/Zedd,"['electronic', 'electro house', 'House', 'electro', 'dubstep']"
ScHoolboy Q,1739929,66158222,https://www.last.fm/music/ScHoolboy+Q,"['Hip-Hop', 'rap', 'underground hip-hop', 'West Coast Rap', 'seen live']"
Lee Brice,468224,6018175,https://www.last.fm/music/Lee+Brice,"['country', 'singer-songwriter', 'Lee Brice', 'modern country', 'male vocalists']"
Mark Ronson,2680004,42722391,https://www.last.fm/music/Mark+Ronson,"['funk', 'pop', 'british', 'Hip-Hop', 'dj']"
Wiz Khalifa,3426591,70829225,https://www.last.fm/music/Wiz+Khalifa,"['Hip-Hop', 'rap', 'underground hip-hop', 'hip hop', 'seen live']"
Fetty Wap,1320227,22659390,https://www.last.fm/music/Fetty+Wap,"['Hip-Hop', 'rap', 'trap', 'rnb', 'hip hop']"
Walk the Moon,1629203,26580995,https://www.last.fm/music/Walk+the+Moon,"['indie rock', 'indie', 'indie pop', 'seen live', 'american']"
Silento,80201,364402,https://www.last.fm/music/Silento,"['Hip-Hop', 'hip hop', 'pop', 'USA', 'Officially Shit']"
The Weeknd,4521892,847163509,https://www.last.fm/music/The+Weeknd,"['rnb', 'electronic', 'Canadian', 'dubstep', 'prog-rnb']"
Omi,929375,7276413,https://www.last.fm/music/Omi,"['reggae', 'electronic', 'hardcore', 'dance', 'jamaican']"
Hozier,2848829,210485065,https://www.last.fm/music/Hozier,"['blues', 'indie', 'soul', 'singer-songwriter', 'irish']"
Major Lazer,2534008,59873453,https://www.last.fm/music/Major+Lazer,"['seen live', 'dancehall', 'electronic', 'reggae', 'dub']"
Skrillex,2633871,81815357,https://www.last.fm/music/Skrillex,"['dubstep', 'electronic', 'breakcore', 'electro', 'electronica']"
Rachel Platten,492493,5229844,https://www.last.fm/music/Rachel+Platten,"['pop', 'indie', 'indie pop', 'female vocalists', 'singer-songwriter']"
Fifth Harmony,1370566,41626816,https://www.last.fm/music/Fifth+Harmony,"['pop', 'female vocalists', 'american', 'X factor', 'rnb']"
Omarion,1082029,7284440,https://www.last.fm/music/Omarion,"['rnb', 'Hip-Hop', 'Omarion', 'pop', 'hip hop']"
Andy Grammer,796659,10019947,https://www.last.fm/music/Andy+Grammer,"['pop', 'singer-songwriter', 'acoustic', 'seen live', 'american']"
Selena Gomez,2623481,165879003,https://www.last.fm/music/Selena+Gomez,"['pop', 'female vocalists', 'Disney', 'pop rock', 'Selena Gomez']"
David Guetta,4700608,159820930,https://www.last.fm/music/David+Guetta,"['House', 'dance', 'electronic', 'club', 'techno']"
Flo Rida,3625280,59549058,https://www.last.fm/music/Flo+Rida,"['Hip-Hop', 'rap', 'hip hop', 'Dirty South', 'southern rap']"
Justin Bieber,3955800,218564218,https://www.last.fm/music/Justin+Bieber,"['pop', 'black metal', 'justin bieber', 'rnb', 'Hip-Hop']"
Adele,4920241,257815893,https://www.last.fm/music/Adele,"['soul', 'female vocalists', 'british', 'singer-songwriter', 'indie']"
Shawn Mendes,2279851,117394548,https://www.last.fm/music/Shawn+Mendes,"['pop', 'Canadian', 'seen live', 'folk', 'acoustic']"
Nick Jonas,1119459,18350425,https://www.last.fm/music/Nick+Jonas,"['pop', 'pop rock', 'jonas brothers', 'Nick Jonas', 'Disney']"
R. City,292851,1980782,https://www.last.fm/music/+noredirect/R.+City,"['Hip-Hop', 'hip hop', 'reggae', 'rap', 'hiphop']"
Natalie La Rose,262614,1449048,https://www.last.fm/music/Natalie+La+Rose,"['pop', 'rnb', 'electronic', 'dance', 'Hip-Hop']"
Rihanna,7253259,442946054,https://www.last.fm/music/Rihanna,"['pop', 'rnb', 'female vocalists', 'dance', 'Hip-Hop']"
Fall Out Boy,4337137,309979999,https://www.last.fm/music/Fall+Out+Boy,"['pop punk', 'rock', 'emo', 'alternative', 'punk']"
Big Sean,2536033,50910577,https://www.last.fm/music/Big+Sean,"['Hip-Hop', 'rap', 'hip hop', 'good music', 'big sean']"
Rich Homie Quan,367290,4409828,https://www.last.fm/music/Rich+Homie+Quan,"['Hip-Hop', 'rap', 'Dirty South', 'atlanta', 'trap']"
T-Wayne,156568,822966,https://www.last.fm/music/T-Wayne,"['hip hop', 'All', 'rnb hiphop', 'Hip-Hop', 'T-Wayne']"
Demi Lovato,2823269,153348034,https://www.last.fm/music/Demi+Lovato,"['pop', 'pop rock', 'female vocalists', 'Disney', 'guilty pleasure']"
X Ambassadors,999780,14729292,https://www.last.fm/music/X+Ambassadors,"['indie', 'pop', 'seen live', 'indie pop', 'electronic']"
Usher,4364674,77167338,https://www.last.fm/music/Usher,"['rnb', 'Hip-Hop', 'pop', 'soul', 'rap']"
Little Big Town,617184,6683896,https://www.last.fm/music/Little+Big+Town,"['country', 'modern country', 'Little Big Town', 'american', 'seen live']"
Meek Mill,1565870,39631448,https://www.last.fm/music/Meek+Mill,"['Hip-Hop', 'rap', 'hip hop', 'trap', 'Philly']"
Rae Sremmurd,1547945,35918074,https://www.last.fm/music/Rae+Sremmurd,"['Hip-Hop', 'rap', 'hip hop', 'trap', 'seen live']"
Vance Joy,2078080,41291232,https://www.last.fm/music/Vance+Joy,"['folk', 'indie', 'singer-songwriter', 'australian', 'acoustic']"
Jidenna,262916,2408767,https://www.last.fm/music/Jidenna,"['rnb', 'Hip-Hop', 'rap', 'seen live', 'USA']"
Elle King,626500,6219330,https://www.last.fm/music/Elle+King,"['indie pop', 'rock', 'female vocalists', 'blues', 'seen live']"
Charlie Puth,1950520,111476289,https://www.last.fm/music/Charlie+Puth,"['pop', 'rnb', 'soul', 'USA', 'american']"
James Newton Howard,925454,18231657,https://www.last.fm/music/James+Newton+Howard,"['Soundtrack', 'instrumental', 'composer', 'Classical', 'Soundtracks']"
O.T. Genasis,317445,1973212,https://www.last.fm/music/O.T.+Genasis,"['Hip-Hop', 'rap', 'trap', 'BAKING SODA', 'meme rap']"
I LOVE MAKONNEN,96371,714636,https://www.last.fm/music/I+LOVE+MAKONNEN,"['Hip-Hop', 'Lo-Fi', 'pop', 'atlanta', 'rnb']"
ilovememphis,100523,436335,https://www.last.fm/music/ilovememphis,"['Crunk', 'rap', 'Hip-Hop', 'memphis', 'trap']"
George Ezra,1297818,27944066,https://www.last.fm/music/George+Ezra,"['indie', 'folk', 'singer-songwriter', 'british', 'seen live']"
Kelly Clarkson,3856873,100064847,https://www.last.fm/music/Kelly+Clarkson,"['pop', 'female vocalists', 'pop rock', 'rock', 'Kelly Clarkson']"
Ella Henderson,612400,7199517,https://www.last.fm/music/Ella+Henderson,"['pop', 'british', 'soul', 'singer-songwriter', 'X factor']"
Alessia Cara,1458556,30504251,https://www.last.fm/music/Alessia+Cara,"['pop', 'soul', 'rnb', 'Canadian', 'female vocalists']"
Mr. Probz,884752,8305405,https://www.last.fm/music/Mr.+Probz,"['Hip-Hop', 'dutch', 'rap', 'nederhop', 'netherlands']"
Nicky Jam,840963,11494278,https://www.last.fm/music/Nicky+Jam,"['Reggaeton', 'mierda', 'black metal', 'Brutal Death Metal', 'shit']"
Ne-Yo,2881172,46727949,https://www.last.fm/music/Ne-Yo,"['rnb', 'soul', 'Hip-Hop', 'Ne-Yo', 'pop']"
Twenty One Pilots,2701899,280378589,https://www.last.fm/music/Twenty+One+Pilots,"['electronic', 'alternative', 'indie pop', 'indie', 'seen live']"
Desiigner,762452,8006022,https://www.last.fm/music/Desiigner,"['Hip-Hop', 'rap', 'trap', 'hip hop', 'american']"
The Chainsmokers,2304358,70143783,https://www.last.fm/music/The+Chainsmokers,"['electronic', 'pop', 'House', 'electro house', 'dance']"
Lukas Graham,1006223,13655245,https://www.last.fm/music/Lukas+Graham,"['pop', 'soul', 'danish', 'seen live', 'retro pop']"
Mike Posner,2170053,26423710,https://www.last.fm/music/Mike+Posner,"['rnb', 'Hip-Hop', 'pop', 'electro hop', 'rap']"
DNCE,1251688,15576142,https://www.last.fm/music/DNCE,"['pop', 'pop rock', 'dance', 'funk', 'american']"
G-Eazy,1708696,44730627,https://www.last.fm/music/G-Eazy,"['Hip-Hop', 'rap', 'hip hop', 'seen live', 'Lil Wayne']"
Zayn,1890461,97325298,https://www.last.fm/music/Zayn,"['pop', 'rnb', 'british', 'male vocalists', 'sexy']"
Future,2712899,348496983,https://www.last.fm/music/Future,"['Hip-Hop', 'rap', 'trap', 'hip hop', 'atlanta']"
P!nk,3824430,113591100,https://www.last.fm/music/P%21nk,"['pop', 'pop rock', 'female vocalists', 'rock', 'female']"
D.R.A.M.,143639,1226628,https://www.last.fm/music/D.R.A.M.,"['Hip-Hop', 'rnb', 'soul', 'rap', 'seen live']"
Bryson Tiller,1379339,76037429,https://www.last.fm/music/Bryson+Tiller,"['rnb', 'Hip-Hop', 'trap', 'rap', 'soul']"
Gnash,673548,7890829,https://www.last.fm/music/Gnash,"['pop', 'rock', 'Grunge', 'Grunge Rock', 'american']"
James Bay,1134750,23208731,https://www.last.fm/music/James+Bay,"['folk', 'indie', 'singer-songwriter', 'british', 'seen live']"
Zara Larsson,1519362,43578677,https://www.last.fm/music/Zara+Larsson,"['pop', 'swedish', 'seen live', 'female vocalists', 'Sweden']"
Kent Jones,211453,1115524,https://www.last.fm/music/Kent+Jones,"['Hip-Hop', 'rap', 'comedy', 'rnb', 'hip hop']"
Kiiara,574700,6505396,https://www.last.fm/music/Kiiara,"['pop', 'electronic', 'indie', 'alternative', 'indie pop']"
Kevin Gates,619381,12783048,https://www.last.fm/music/Kevin+Gates,"['Hip-Hop', 'rap', 'trap', 'hip hop', 'underground hip-hop']"
DJ Khaled,2520646,49958154,https://www.last.fm/music/DJ+Khaled,"['Hip-Hop', 'rap', 'hip hop', 'miami', 'djs']"
Flume,1652541,60036302,https://www.last.fm/music/Flume,"['electronic', 'chillout', 'seen live', 'instrumental hip-hop', 'australian']"
Thomas Rhett,512095,12040918,https://www.last.fm/music/Thomas+Rhett,"['country', 'male vocalists', 'contemporary country', 'american', 'KKK Country']"
Post Malone,2990797,269407708,https://www.last.fm/music/Post+Malone,"['Hip-Hop', 'rap', 'trap', 'pop', 'cloud rap']"
Yo Gotti,1107920,9269258,https://www.last.fm/music/Yo+Gotti,"['rap', 'Dirty South', 'Hip-Hop', 'southern rap', 'hip hop']"
Tory Lanez,1578294,102443586,https://www.last.fm/music/Tory+Lanez,"['rnb', 'Hip-Hop', 'rap', 'Canadian', 'trap']"
Travis Scott,2535424,468534150,https://www.last.fm/music/+noredirect/Travis+Scott,"['Hip-Hop', 'rap', 'trap', 'hip hop', 'american']"
Ruth B,77233,408706,https://www.last.fm/music/Ruth+B,"['pop', 'piano', 'Canadian', 'seen live', 'female vocalists']"
Daya,723267,8173019,https://www.last.fm/music/Daya,"['pop', 'indie', 'indie pop', 'female vocalists', 'american']"
Hailee Steinfeld,1096384,22734022,https://www.last.fm/music/Hailee+Steinfeld,"['pop', 'female vocalists', 'dance', 'teen pop', 'american']"
Tim McGraw,1070552,16582643,https://www.last.fm/music/Tim+McGraw,"['country', 'Tim McGraw', 'modern country', 'male vocalists', 'male']"
Luis Fonsi,1143810,12778505,https://www.last.fm/music/Luis+Fonsi,"['pop', 'latin', 'latin pop', 'Romantica', 'spanish']"
Bruno Mars,4393370,217633870,https://www.last.fm/music/Bruno+Mars,"['pop', 'rnb', 'male vocalists', 'r&b', 'slow jams']"
Kendrick Lamar,4354285,789724651,https://www.last.fm/music/Kendrick+Lamar,"['Hip-Hop', 'rap', 'seen live', 'west coast', 'hip hop']"
Migos,1581123,57809688,https://www.last.fm/music/Migos,"['Hip-Hop', 'trap', 'rap', 'hip hop', 'atlanta']"
James Arthur,1526916,37827203,https://www.last.fm/music/James+Arthur,"['pop', 'british', 'indie', 'acoustic', 'X factor']"
LIL UZI VERT,2237404,324925536,https://www.last.fm/music/LIL+UZI+VERT,"['trap', 'rap', 'Hip-Hop', 'hip hop', 'emo rap']"
French Montana,1645236,23638083,https://www.last.fm/music/French+Montana,"['Hip-Hop', 'rap', 'hip hop', 'trap', 'shitty anal gaycore']"
Khalid,1942891,77242138,https://www.last.fm/music/Khalid,"['rnb', 'pop', 'soul', 'alternative', 'alternative rnb']"
Cardi B,1962239,58643563,https://www.last.fm/music/Cardi+B,"['Hip-Hop', 'rap', 'trap', 'hip hop', 'american']"
Childish Gambino,3191681,254087645,https://www.last.fm/music/Childish+Gambino,"['Hip-Hop', 'rap', 'seen live', 'hip hop', 'indie']"
Kygo,1737132,50758008,https://www.last.fm/music/Kygo,"['electronic', 'House', 'chillout', 'tropical house', 'downtempo']"
KYLE,964908,14997157,https://www.last.fm/music/KYLE,"['Hip-Hop', 'rap', 'rnb', 'geek', 'pop rap']"
Julia Michaels,1031022,19460856,https://www.last.fm/music/Julia+Michaels,"['pop', 'female vocalists', 'singer-songwriter', 'seen live', 'american']"
Logic,1505416,89143964,https://www.last.fm/music/Logic,"['Hip-Hop', 'rap', 'hip hop', 'biracial', 'electronic']"
Niall Horan,1149584,59431884,https://www.last.fm/music/Niall+Horan,"['pop', 'irish', 'folk', 'seen live', 'one direction']"
Liam Payne,764533,11924377,https://www.last.fm/music/Liam+Payne,"['pop', 'FLOP', 'one direction', 'british', 'rnb']"
Machine Gun Kelly,1286039,75177904,https://www.last.fm/music/Machine+Gun+Kelly,"['Hip-Hop', 'rap', 'pop punk', 'Cleveland', 'MGK']"
Portugal. The Man,1759893,55247477,https://www.last.fm/music/Portugal.+The+Man,"['experimental', 'indie', 'seen live', 'indie rock', 'Progressive']"
21 Savage,1944594,182255726,https://www.last.fm/music/21+Savage,"['trap', 'Hip-Hop', 'rap', 'hip hop', 'atlanta']"
J Balvin,1426905,48557769,https://www.last.fm/music/J+Balvin,"['mierda', 'Brutal Death Metal', 'shit', 'black metal', 'Reggaeton']"
Kodak Black,1465882,79948405,https://www.last.fm/music/Kodak+Black,"['trap', 'Hip-Hop', 'rap', 'hip hop', 'florida']"
Brett Young,169411,3223945,https://www.last.fm/music/Brett+Young,"['country', 'USA', 'american', 'singer songwriter', 'country pop']"
Halsey,2323976,178825393,https://www.last.fm/music/Halsey,"['pop', 'indie pop', 'indie', 'seen live', 'female vocalists']"
Amine,24778,207447,https://www.last.fm/music/Amine,"['rnb', 'french', 'arabic', 'Hip-Hop', 'maroc']"
Ayo,72088,527597,https://www.last.fm/music/Ayo,"['soul', 'female vocalists', 'blues', 'folk', 'singer-songwriter']"
Zay Hilfigerrr,126983,444163,https://www.last.fm/music/Zay+Hilfigerrr,"['american', 'detroit', 'United States', 'my top songs', 'Zay Hilfigerrr']"
Kesha,1999614,59441280,https://www.last.fm/music/+noredirect/Kesha,"['pop', 'dance', 'electropop', 'electro', 'glam']"
Kane Brown,411613,7182469,https://www.last.fm/music/Kane+Brown,"['country', 'country pop', 'beer', 'treble', 'fox news']"
Jon Bellion,662321,20348775,https://www.last.fm/music/Jon+Bellion,"['electronic', 'Hip-Hop', 'experimental', 'american', 'seen live']"
Luke Combs,635101,30377068,https://www.last.fm/music/Luke+Combs,"['country', 'contemporary country', 'seen live', 'americana', 'male vocalists']"
Playboi Carti,2001436,553366686,https://www.last.fm/music/Playboi+Carti,"['trap', 'Hip-Hop', 'rap', 'hip hop', 'cloud rap']"
SZA,2958292,460265223,https://www.last.fm/music/SZA,"['rnb', 'soul', 'electronic', 'alternative rnb', 'female vocalists']"
A BOOGIE WIT DA HOODIE,1182337,79039578,https://www.last.fm/music/A+BOOGIE+WIT+DA+HOODIE,"['rap', 'Hip-Hop', 'hip hop', 'trap', 'seen live']"
Gucci Mane,2417293,51394907,https://www.last.fm/music/Gucci+Mane,"['Hip-Hop', 'rap', 'trap', 'Dirty South', 'hip hop']"
Harry Styles,2708388,335020299,https://www.last.fm/music/Harry+Styles,"['pop', 'seen live', 'rock', 'pop rock', 'alternative']"
Marian Hill,432939,4961240,https://www.last.fm/music/Marian+Hill,"['electronic', 'pop', 'jazz', 'chillout', 'female vocalists']"
Cheat Codes,840683,12580404,https://www.last.fm/music/Cheat+Codes,"['electronic', 'pop', 'tropical house', 'dance', 'EDM']"
Dustin Lynch,214993,3555114,https://www.last.fm/music/Dustin+Lynch,"['country', 'Donald Trump', 'trump', 'similar to johnny rebel', 'racism']"
YFN Lucci,189473,1836350,https://www.last.fm/music/YFN+Lucci,"['rap', 'Hip-Hop', 'hip hop', 'Dirty South', 'trap']"
Camila Cabello,1990124,104385819,https://www.last.fm/music/Camila+Cabello,"['pop', 'female vocalists', 'cuba', 'cuban', 'dance']"
Blackbear,1479512,58546038,https://www.last.fm/music/Blackbear,"['electronic', 'pop', 'rnb', 'Hip-Hop', 'hip hop']"
xxxtentacion,2344778,272167484,https://www.last.fm/music/xxxtentacion,"['rap', 'Hip-Hop', 'trap', 'cloud rap', 'emo rap']"
Keith Urban,1013306,16473267,https://www.last.fm/music/Keith+Urban,"['country', 'Keith Urban', 'singer-songwriter', 'rock', 'australian']"
Bebe Rexha,1257541,33509607,https://www.last.fm/music/Bebe+Rexha,"['pop', 'female vocalists', 'electronic', 'alternative', 'singer-songwriter']"
Juice WRLD,2058102,413330147,https://www.last.fm/music/Juice+WRLD,"['Hip-Hop', 'rap', 'emo rap', 'cloud rap', 'trap']"
Ella Mai,645477,13434608,https://www.last.fm/music/Ella+Mai,"['rnb', 'soul', 'british', 'Hip-Hop', 'pop']"
